farm,treatment,endpoint,month,month_mean,overall_mean,max,days_survival,years_survival,mean_annual_colonies,mean_annual_bees,queen_mortality,queen_survival,new_queens,surviving_queens,proportion_queens_surviving
CH,gdn pasture,TotalColonies,May,19.61833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,TotalColonies,May,19.35583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,TotalColonies,May,17.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,TotalColonies,May,17.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,TotalColonies,May,19.61333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,TotalColonies,May,35.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,TotalColonies,May,21.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,TotalColonies,May,21.77916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,TotalColonies,May,19.5275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,TotalColonies,May,23.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,TotalColonies,May,18.78333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,TotalColonies,May,16.73083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,TotalColonies,May,18.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,TotalColonies,May,28.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,TotalColonies,May,18.67166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,TotalColonies,May,20.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,TotalColonies,May,19.61333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,TotalColonies,May,33.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,TotalColonies,May,21.8275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,TotalColonies,May,22.34166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,TotalColonies,May,21.76166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,TotalColonies,May,31.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,TotalColonies,May,20.63916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,TotalColonies,May,22.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,TotalColonies,May,23.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,TotalColonies,May,22.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,TotalColonies,May,21.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,TotalColonies,May,22.89666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,TotalColonies,May,20.04166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,TotalColonies,May,30.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,TotalColonies,May,19.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,TotalColonies,May,19.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,TotalColonies,May,21.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,TotalColonies,May,21.9975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,TotalColonies,May,15.10583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,TotalColonies,May,17.09916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,TotalColonies,May,18.15666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,TotalColonies,May,21.9875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,TotalColonies,May,24.07083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,TotalColonies,May,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,TotalColonies,May,24.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,TotalColoniesEverProduced,May,299.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,TotalColoniesEverProduced,May,249.7266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,TotalColoniesEverProduced,May,265.9625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,TotalColoniesEverProduced,May,269.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,TotalColoniesEverProduced,May,332.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,TotalColoniesEverProduced,May,266.0891667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,TotalColoniesEverProduced,May,312.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn pasture,TotalColoniesEverProduced,May,277.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,TotalColoniesEverProduced,May,266.5383333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,TotalColoniesEverProduced,May,259.3291667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,TotalColoniesEverProduced,May,237.7725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,TotalColoniesEverProduced,May,267.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,TotalColoniesEverProduced,May,373.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,TotalColoniesEverProduced,May,283.6258333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,TotalColoniesEverProduced,May,303.5216667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,TotalColoniesEverProduced,May,284.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,TotalColoniesEverProduced,May,301.5875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,TotalColoniesEverProduced,May,269.7541667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,TotalColoniesEverProduced,May,250.4383333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,TotalColoniesEverProduced,May,254.2516667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,TotalColoniesEverProduced,May,354.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,TotalColoniesEverProduced,May,266.1808333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,TotalColoniesEverProduced,May,289.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,TotalColoniesEverProduced,May,274.8508333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,TotalColoniesEverProduced,May,351.8666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,TotalColoniesEverProduced,May,301.0825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,TotalColoniesEverProduced,May,296.1308333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,TotalColoniesEverProduced,May,299.1033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,TotalColoniesEverProduced,May,374.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,TotalColoniesEverProduced,May,268.7491667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,TotalColoniesEverProduced,May,305.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,TotalColoniesEverProduced,May,303.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,TotalColoniesEverProduced,May,288.2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,TotalColoniesEverProduced,May,292.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,TotalColoniesEverProduced,May,308.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,TotalColoniesEverProduced,May,276.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,TotalColoniesEverProduced,May,354.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,TotalColoniesEverProduced,May,283.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,TotalColoniesEverProduced,May,263.0891667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,TotalColoniesEverProduced,May,294.4125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,TotalColoniesEverProduced,May,277.9625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,TotalColoniesEverProduced,May,229.1766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,TotalColoniesEverProduced,May,249.4166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,TotalColoniesEverProduced,May,246.9575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,TotalColoniesEverProduced,May,304.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,TotalColoniesEverProduced,May,317.9625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,TotalColoniesEverProduced,May,281.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,TotalColoniesEverProduced,May,317.5125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,TotalMales,May,227.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,TotalMales,May,158.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,TotalMales,May,162.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,TotalMales,May,175.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,TotalMales,May,258.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,TotalMales,May,180.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,TotalMales,May,219.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn pasture,TotalMales,May,183.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,TotalMales,May,182.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,TotalMales,May,159.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,TotalMales,May,155.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,TotalMales,May,142.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,TotalMales,May,397.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,TotalMales,May,182.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,TotalMales,May,209.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,TotalMales,May,176.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,TotalMales,May,241.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,TotalMales,May,159.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,TotalMales,May,147.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,TotalMales,May,163.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,TotalMales,May,298.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,TotalMales,May,151.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,TotalMales,May,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,TotalMales,May,184.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,TotalMales,May,362.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,TotalMales,May,222.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,TotalMales,May,211.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,TotalMales,May,194.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,TotalMales,May,337.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,TotalMales,May,183.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,TotalMales,May,208.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,TotalMales,May,199.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,TotalMales,May,230.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,TotalMales,May,221.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,TotalMales,May,222.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,TotalMales,May,187.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,TotalMales,May,312.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,TotalMales,May,189.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,TotalMales,May,174.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,TotalMales,May,220.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,TotalMales,May,220.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,TotalMales,May,140.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,TotalMales,May,167.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,TotalMales,May,154.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,TotalMales,May,217.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,TotalMales,May,224.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,TotalMales,May,172.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,TotalMales,May,218.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,ColonyDensity_km2,May,7.278957471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,ColonyDensity_km2,May,6.021897617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,ColonyDensity_km2,May,5.687671954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,ColonyDensity_km2,May,6.257447131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,ColonyDensity_km2,May,8.075528634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,ColonyDensity_km2,May,6.101475155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,ColonyDensity_km2,May,7.292485652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn pasture,ColonyDensity_km2,May,6.244714725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,ColonyDensity_km2,May,6.161158309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,ColonyDensity_km2,May,5.435145897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,ColonyDensity_km2,May,5.50199103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,ColonyDensity_km2,May,6.243123174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,ColonyDensity_km2,May,11.2872781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,ColonyDensity_km2,May,6.767273896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,ColonyDensity_km2,May,6.932529919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,ColonyDensity_km2,May,6.215801553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,ColonyDensity_km2,May,7.324316668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,ColonyDensity_km2,May,5.978925746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,ColonyDensity_km2,May,5.325594152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,ColonyDensity_km2,May,5.979456263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,ColonyDensity_km2,May,9.211895887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,ColonyDensity_km2,May,5.943381112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,ColonyDensity_km2,May,6.439414437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,ColonyDensity_km2,May,6.243123174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,ColonyDensity_km2,May,10.59654506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,ColonyDensity_km2,May,6.947914909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,ColonyDensity_km2,May,7.111579381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,ColonyDensity_km2,May,6.926959491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,ColonyDensity_km2,May,10.17955876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,ColonyDensity_km2,May,6.569656342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,ColonyDensity_km2,May,7.22723207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,ColonyDensity_km2,May,7.321929342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,ColonyDensity_km2,May,7.106274211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,ColonyDensity_km2,May,6.886640204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,ColonyDensity_km2,May,7.288241517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,ColonyDensity_km2,May,6.379466024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,ColonyDensity_km2,May,9.862840154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,ColonyDensity_km2,May,6.054259149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,ColonyDensity_km2,May,6.1075761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,ColonyDensity_km2,May,6.977358599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,ColonyDensity_km2,May,7.002027636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,ColonyDensity_km2,May,4.80834015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,ColonyDensity_km2,May,5.442838393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,ColonyDensity_km2,May,5.779451382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,ColonyDensity_km2,May,6.998844534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,ColonyDensity_km2,May,7.66199069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,ColonyDensity_km2,May,6.270710054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,ColonyDensity_km2,May,7.645809924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,TotalActiveBees,June,36.21916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,TotalActiveBees,June,29.11166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,TotalActiveBees,June,29.74833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,TotalActiveBees,June,32.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,TotalActiveBees,June,39.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,TotalActiveBees,June,31.9625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,TotalActiveBees,June,39.1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn pasture,TotalActiveBees,June,32.90833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,TotalActiveBees,June,30.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,TotalActiveBees,June,28.01833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,TotalActiveBees,June,25.38833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,TotalActiveBees,June,30.44083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,TotalActiveBees,June,48.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,TotalActiveBees,June,35.24333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,TotalActiveBees,June,35.5975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,TotalActiveBees,June,35.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,TotalActiveBees,June,35.49666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,TotalActiveBees,June,32.8925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,TotalActiveBees,June,28.42916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,TotalActiveBees,June,31.03833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,TotalActiveBees,June,38.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,TotalActiveBees,June,28.71583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,TotalActiveBees,June,34.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,TotalActiveBees,June,33.36916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,TotalActiveBees,June,48.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,TotalActiveBees,June,35.7075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,TotalActiveBees,June,36.93833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,TotalActiveBees,June,34.99666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,TotalActiveBees,June,49.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,TotalActiveBees,June,33.51833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,TotalActiveBees,June,37.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,TotalActiveBees,June,36.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,TotalActiveBees,June,31.91083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,TotalActiveBees,June,33.88416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,TotalActiveBees,June,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,TotalActiveBees,June,30.3625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,TotalActiveBees,June,46.7825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,TotalActiveBees,June,31.51083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,TotalActiveBees,June,30.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,TotalActiveBees,June,35.2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,TotalActiveBees,June,29.4275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,TotalActiveBees,June,24.10166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,TotalActiveBees,June,28.86333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,TotalActiveBees,June,29.96083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,TotalActiveBees,June,35.80666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,TotalActiveBees,June,37.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,TotalActiveBees,June,33.73833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,TotalActiveBees,June,41.84666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,TotalAdultQueens,June,120.3975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,TotalAdultQueens,June,66.35833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,TotalAdultQueens,June,73.48583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,TotalAdultQueens,June,89.1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,TotalAdultQueens,June,125.7075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,TotalAdultQueens,June,82.66833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,TotalAdultQueens,June,107.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
